Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
Sr6Ca2Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,110.8647179,-1.50983414,6,136.9,55.847,759.3,1.0235625,5.056125,7.37186959,-0.612349138,-5.063281031,32.39375,1.51875,656.81875,-72,19.443125,31.1875,6.8075625,61.9,10.0005625,-0.0330625,0.85625,1.655062911,0.742080398,0.424095355,48.8875,-1.2275,2.395,0.8575,2924.5,1.72875,16.1125,9.8625,1.26,-1.67793991,2.15,2.45,33.7,3023,1.79,7.87,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.875,4,1,4.125,0,0,0,0,0,2,26,0,0,1,1
Sr6Ca2Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,109.2972995,-1.530405865,6,136.9,55.847,759.3,1.022625,5.029,7.369479136,-0.610948276,-5.109223587,32.425,1.51875,654.2,-73.5,19.46125,31,6.780375,57.37625,10.057375,-0.035,1.525,1.656489064,0.747270724,0.445791017,48.8875,-1.2275,2.395,0.8575,2826,1.7375,16.045,8.525,1.26,-1.67793991,2.15,2.45,33.7,3023,1.79,7.87,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.75,4,1,4.25,0,0,0,0,0,2,26,0,0,1,1
Sr6Ca2Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,98.78441841,-1.574746065,6,136.9,54.938,717.4,1.02075,4.97475,7.364698228,-0.608146552,-5.201108698,32.4875,1.51875,648.9625,-76.5,19.4975,30.625,6.726,48.32875,10.171,-0.038875,2.8625,1.659348756,0.757872283,0.496600731,48.8875,-1.2275,2.395,0.8575,2629,1.755,15.91,5.85,1.26,-1.67793991,2.15,2.45,33.7,3023,1.79,7.87,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.5,4,1,4.5,0,0,0,0,0,2,25,0,0,1,1
Sr6Ca2Mn8O24,Sr,Ca,,Mn,,,O,4,113.5014987,-1.616491965,6,136.9,54.938,717.4,1.017,4.86625,7.355136413,-0.602543103,-5.384878921,32.6125,1.51875,638.4875,-82.5,19.57,29.875,6.61725,30.23375,10.39825,-0.046625,5.5375,1.665097864,0.780004182,0.643226085,48.8875,-1.2275,2.395,0.8575,2235,1.79,15.64,0.5,1.26,-1.67793991,2.15,2.45,33.7,2235,1.79,7.435,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Sr6Ca2Ni8O24,Sr,Ca,,Ni,,,O,4,298.2457074,-0.811247507,6,136.9,58.6934,736.7,0.9475,5.59625,7.339290323,-0.60875,-3.647758581,31.9125,1.50875,648.1375,-27,19.17,34.375,6.71725,71.67375,8.52055,-0.028625,-1.5125,1.674713657,0.759569703,0.374417219,48.8875,-1.2275,2.395,0.8575,3005,1.62,18.168,14.6,1.26,-1.67793991,2.15,2.45,33.7,3005,1.62,7.635,35.17,1.34,-1.92725921,0.00487369,0,2.23,61,1.75,0.1,1.076851719,0,0,0,0,0,0,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Sr6Ca2V8O24,Sr,Ca,,V,,,O,4,56.51132963,-2.111453167,6,136.9,50.9415,650,0.9975,4.20125,7.558592153,-0.61375,-5.344226641,33.4125,1.54375,604.7875,-57.5,20.265,26.875,6.26975,41.67375,12.3965,-0.051125,3.7875,1.550773021,0.860884615,0.31641482,48.8875,-1.2275,2.395,0.8575,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.34,-1.92725921,0.00487369,0,2.23,46,1.64,0.1,1.076851719,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Dy2V8O24,Sr,Dy,,V,,,O,4,44.18158824,-2.193776388,6,136.9,50.9415,650,0.965375,5.07625,7.502415005,-0.49875,-5.675879752,31.85,1.525,602.5625,-31.75,19.4025,29.875,6.248125,18.01125,27.69925,-0.110375,0.0125,1.531815105,0.854038462,0.358573987,47.485,-0.9975,2.46,0.935,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.49,33.7,3650,1.92,6.74,29.31,1.083,-4.45538074,0.00487369,0,2.45,46,1.64,0.357,1.526268901,0,0,0,0.25,1,2.5,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Gd2V8O24,Sr,Gd,,V,,,O,4,36.36673937,-2.18852066,6,136.9,50.9415,650,0.968375,4.995,7.517232734,-0.4225,-5.682488109,32.0125,1.5275,605.0625,-31.75,19.515,29.375,6.274375,17.99875,27.043,-0.1025,-0.025,1.536815595,0.861730769,0.404303783,47.84,-0.845,2.4725,0.9325,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.54,33.7,3650,1.92,6.74,29.31,1.107,-4.51068704,0.00487369,0,2.45,46,1.64,0.333,1.407727072,0,0,0,0.25,1.75,1.75,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Hf2Mn6Zn2O24,Sr,Zn,,Mn,Hf,,O,5,142.4833928,-1.749762122,6,136.9,54.938,717.4,0.973375,6.2975,7.260180662,-0.502844828,-5.413054475,30.2625,1.49125,668.6375,-63,18.25875,36.75,6.92925,21.63125,-1.88175,-0.0365,3.375,1.460498489,0.914358314,0.398397322,43.2225,-0.94,2.22,0.96,2895,1.8825,15.46125,1.225,1.26,-1.1570915,2.15,2.45,33.7,4875,2.16,7.435,33.667,0.9,-1.67793991,0.00487369,0,1.53,45,1.45,0.54,3.363659982,0,0,0,0,0,0,36.75,4.5,1,5.75,0,0,0,0,0,2,25,0,0,1,1
Sr6Hf2Zn2Co6O24,Sr,Zn,,Co,Hf,,O,5,190.0020715,-1.42981531,6,136.9,58.9332,758,0.94,6.845,7.255575132,-0.438125,-4.685488436,29.85,1.4875,683.8625,-36.75,18,39,7.088625,56.19875,-3.37995,-0.014375,-3.15,1.462781641,0.876165981,0.295344672,43.2225,-0.94,2.22,0.96,3576,1.7925,16.52625,14.275,1.26,-1.1570915,2.15,2.45,33.7,4875,2.16,7.86,33.5,0.9,-1.67793991,0.00487369,0,1.53,45,1.45,0.54,3.363659982,0,0,0,0,0,0,38.25,4.5,1,4.25,0,0,0,0,0,2,27,1,0,1,1
Sr6Hf2Zn2Fe6O24,Sr,Zn,,Fe,Hf,,O,5,196.0958763,-1.616899022,6,136.9,55.847,759.3,0.979,6.46025,7.274523386,-0.51125,-5.137399141,30.075,1.49125,684.35,-54,18.15,37.875,7.092375,48.77375,-2.222625,-0.024875,-0.6375,1.453433646,0.874995719,0.307679709,43.2225,-0.94,2.22,0.96,3486,1.83,15.86625,9.25,1.26,-1.1570915,2.15,2.45,33.7,4875,2.16,7.87,30.651,0.9,-1.67793991,0.00487369,0,1.53,45,1.45,0.54,3.363659982,0,0,0,0,0,0,37.5,4.5,1,5,0,0,0,0,0,2,26,0,0,1,1
Sr6Hf2Zn2Ni6O24,Sr,Zn,,Ni,Hf,,O,5,350.0195967,-1.096555216,6,136.9,58.6934,736.7,0.92125,6.845,7.248296095,-0.5075,-4.11021422,29.7375,1.48375,675.875,-21.375,17.95875,40.125,7.00425,52.71125,-3.290025,-0.023,-1.9125,1.466404754,0.89579608,0.293269847,43.2225,-0.94,2.22,0.96,3472.5,1.755,17.35725,11.8,1.26,-1.1570915,2.15,2.45,33.7,4875,2.16,7.635,35.17,0.9,-1.67793991,0.00487369,0,1.53,45,1.45,0.54,3.363659982,0,0,0,0,0,0,39,4.5,1,3.5,0,0,0,0,0,2,28,0,0,1,1
Sr6Ho2V8O24,Sr,Ho,,V,,,O,4,46.91723712,-2.192141959,6,136.9,50.9415,650,0.97,5.1075,7.503578728,-0.421666667,-5.672862555,31.7875,1.52375,603.6875,-31.75,19.365,30.125,6.257875,18.69875,28.0030375,-0.111375,0.0125,1.532207823,0.8575,0.370349228,47.5125,-0.843333333,2.455,0.935,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.47,33.7,3650,1.92,6.74,29.31,1.12,-4.4347242,0.00487369,0,2.45,46,1.64,0.32,1.516959122,0,0,0,0.25,0.75,2.75,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6La2V8O24,Sr,La,,V,,,O,4,27.13300524,-2.205225559,6,136.9,50.9415,650,1,4.77625,7.564722448,-0.4234375,-5.716628718,32.575,1.4825,598.325,-31.75,19.61875,27.625,6.203125,18.36125,24.7499375,-0.10825,0.1125,1.552841791,0.841,0.453475487,49.05,-0.846875,2.5225,0.925,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.74,33.7,3650,1.92,6.74,29.31,1.36,-4.79586452,0.00487369,0,2.45,46,1.64,0.08,1.027809361,0,0,0,0.25,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Mg2V8O24,Sr,Mg,,V,,,O,4,118.9471195,-2.01866992,6,136.9,50.9415,650,0.94125,4.225,7.404914239,-0.49625,-5.293469484,30.825,1.49625,623.275,-66.75,18.77375,34.5,6.461375,36.17375,10.424875,-0.0045,2.675,1.498911845,0.917769231,0.301264831,45.4025,-0.9925,2.2675,0.9225,3650,1.92,14.65,4,1.26,-1.51367083,2.15,2.45,33.7,3650,1.92,6.74,29.31,0.89,-1.67793991,0.00487369,0,1.72,46,1.64,0.55,2.30627503,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Mn6Nb2Zn2O24,Sr,Zn,,Mn,Nb,,O,5,125.0812349,-1.688405758,6,136.9,54.938,717.4,0.969625,5.705,7.20755974,-0.461594828,-5.43043225,29.725,1.47875,671.3875,-51,17.9175,37,6.958,25.46875,8.8162,-0.052125,2.975,1.487017058,0.907215397,0.389825986,43.2225,-0.94,2.22,0.96,2930,1.8625,15.31,2.025,1.26,-1.1570915,2.15,2.45,33.7,5015,2.08,7.435,33.667,0.9,-1.67793991,0.00487369,0,1.53,47,1.61,0.54,3.363659982,0,0,0,0,0,0,29,4.25,1,5.25,0,0,0,0,0,2,25,0,0,1,1
Sr6Mn8Zn2O24,Sr,Zn,,Mn,,,O,4,153.8992765,-1.406443844,6,136.9,54.938,717.4,0.962,5.56375,7.06928538,-0.458793103,-5.296337715,28.9875,1.4575,678.0625,-63,17.4825,37.625,7.027375,19.73375,13.56225,-0.079,3.7375,1.561521134,0.890333147,0.598434514,43.2225,-0.94,2.22,0.96,2235,1.79,15.64,0.5,1.26,-1.1570915,2.15,2.45,33.7,2235,1.79,7.435,33.667,0.9,-1.67793991,0.00487369,0,1.53,52,1.61,0.54,3.363659982,0,0,0,0,0,0,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Sr6Nb2Zn2Co6O24,Sr,Zn,,Co,Nb,,O,5,166.6993889,-1.386161446,6,136.9,58.9332,758,0.93625,6.2525,7.20295421,-0.396875,-4.70286621,29.3125,1.475,686.6125,-24.75,17.65875,39.25,7.117375,60.03625,7.318,-0.03,-3.55,1.489383941,0.869605174,0.290607735,43.2225,-0.94,2.22,0.96,3611,1.7725,16.375,15.075,1.26,-1.1570915,2.15,2.45,33.7,5015,2.08,7.86,33.5,0.9,-1.67793991,0.00487369,0,1.53,47,1.64,0.54,3.363659982,0,0,0,0,0,0,30.5,4.25,1,3.75,0,0,0,0,0,2,27,1,0,1,1
Sr6Nb2Zn2Fe6O24,Sr,Zn,,Fe,Nb,,O,5,158.791749,-1.583172408,6,136.9,55.847,759.3,0.97525,5.86775,7.221902464,-0.47,-5.154776916,29.5375,1.47875,687.1,-42,17.80875,38.125,7.121125,52.61125,8.475325,-0.0405,-1.0375,1.479693973,0.868452361,0.302542275,43.2225,-0.94,2.22,0.96,3521,1.81,15.715,10.05,1.26,-1.1570915,2.15,2.45,33.7,5015,2.08,7.87,30.651,0.9,-1.67793991,0.00487369,0,1.53,47,1.64,0.54,3.363659982,0,0,0,0,0,0,29.75,4.25,1,4.5,0,0,0,0,0,2,26,0,0,1,1
Sr6Nb2Zn2Ni6O24,Sr,Zn,,Ni,Nb,,O,5,306.6668971,-1.079633102,6,136.9,58.6934,736.7,0.9175,6.2525,7.195675173,-0.46625,-4.127591994,29.2,1.47125,678.625,-9.375,17.6175,40.375,7.033,56.54875,7.407925,-0.038625,-2.3125,1.493140202,0.888939146,0.288598705,43.2225,-0.94,2.22,0.96,3507.5,1.735,17.206,12.6,1.26,-1.1570915,2.15,2.45,33.7,5015,2.08,7.635,35.17,0.9,-1.67793991,0.00487369,0,1.53,47,1.64,0.54,3.363659982,0,0,0,0,0,0,31.25,4.25,1,3,0,0,0,0,0,2,28,0,0,1,1
Sr6Nd2V8O24,Sr,Nd,,V,,,O,4,25.29305299,-2.192486628,6,136.9,50.9415,650,0.98875,4.88375,7.540739699,-0.475,-5.695979363,32.175,1.53125,597.3125,-31.75,19.6025,28.375,6.196875,18.73625,25.41675,-0.10825,0.075,1.544748412,0.837884615,0.388616521,48.425,-0.95,2.4975,0.93,3650,1.92,14.65,4,1.29,-1.67793991,2.15,2.64,33.7,3650,1.92,6.74,29.31,1.27,-4.6307523,0.00487369,0,2.45,46,1.64,0.17,1.219671354,0,0,0,0.25,2.5,1,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Pr2V8O24,Sr,Pr,,V,,,O,4,4.457962022,-2.192167576,6,136.9,50.9415,650,0.98,4.85375,7.549694364,-0.468125,-5.69741419,32.2125,1.5325,596.4375,-31.75,19.6275,28.125,6.188125,18.23625,25.0002125,-0.107875,0.0625,1.547770314,0.835192308,0.416011865,48.655,-0.93625,2.505,0.93,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.67,33.7,3650,1.92,6.74,29.31,1.2,-4.64853984,0.00487369,0,2.45,46,1.64,0.24,1.148034029,0,0,0,0.25,2.75,0.75,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Sm2V8O24,Sr,Sm,,V,,,O,4,19.16672562,-2.193221738,6,136.9,50.9415,650,0.985,4.35125,7.526806603,-0.4525,-5.689857899,32.0375,1.52875,598.9375,-31.75,19.52125,28.875,6.210625,18.33625,26.18175,-0.107375,0.0125,1.540046457,0.842884615,0.337099843,48.075,-0.905,2.485,0.9325,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.59,33.7,3650,1.92,6.74,29.31,1.24,-4.5732413,0.00487369,0,2.45,46,1.64,0.2,1.331136117,0,0,0,0.25,2,1.5,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Ta2Mn6Zn2O24,Sr,Zn,,Mn,Ta,,O,5,125.7761021,-1.744167605,6,136.9,54.938,717.4,0.969625,6.715,7.206647598,-0.461594828,-5.650192001,29.6625,1.47875,683.5125,-55.5,17.92125,37.125,7.08425,25.94375,-2.1889875,-0.0365,2.7875,1.48748523,0.877008101,0.376731461,43.2225,-0.94,2.22,0.96,3108.75,1.865,11.73,2.4,1.26,-1.1570915,2.15,2.45,33.7,5730,2.09,7.89,33.667,0.9,-1.67793991,0.00487369,0,1.53,48,1.61,0.54,3.363659982,0,0,0,0,0,0,37,4.5,1,5.5,0,0,0,0,0,2,25,0,0,1,1
Sr6Ta2Zn2Co6O24,Sr,Zn,,Co,Ta,,O,5,170.8283544,-1.434391792,6,136.9,58.9332,758,0.93625,7.2625,7.202042068,-0.396875,-4.922625961,29.25,1.475,698.7375,-29.25,17.6625,39.375,7.243625,60.51125,-3.6871875,-0.014375,-3.7375,1.489853605,0.841812191,0.283267812,43.2225,-0.94,2.22,0.96,3789.75,1.775,12.795,15.45,1.26,-1.1570915,2.15,2.45,33.7,5730,2.09,7.89,33.5,0.9,-1.67793991,0.00487369,0,1.53,48,1.63,0.54,3.363659982,0,0,0,0,0,0,38.5,4.5,1,4,0,0,0,0,0,2,27,1,0,1,1
Sr6Ta2Zn2Fe6O24,Sr,Zn,,Fe,Ta,,O,5,178.6698856,-1.640976755,6,136.9,55.847,759.3,0.97525,6.87775,7.220990322,-0.47,-5.374536667,29.475,1.47875,699.225,-46.5,17.8125,38.25,7.247375,53.08625,-2.5298625,-0.024875,-1.225,1.480157545,0.840731844,0.294595351,43.2225,-0.94,2.22,0.96,3699.75,1.8125,12.135,10.425,1.26,-1.1570915,2.15,2.45,33.7,5730,2.09,7.89,30.651,0.9,-1.67793991,0.00487369,0,1.53,48,1.63,0.54,3.363659982,0,0,0,0,0,0,37.75,4.5,1,4.75,0,0,0,0,0,2,26,0,0,1,1
Sr6Ta2Zn2Ni6O24,Sr,Zn,,Ni,Ta,,O,5,302.9858626,-1.135673449,6,136.9,58.6934,736.7,0.9175,7.2625,7.194763031,-0.46625,-4.347351746,29.1375,1.47125,690.75,-13.875,17.62125,40.5,7.15925,57.02375,-3.5972625,-0.023,-2.5,1.493612238,0.859917202,0.281358652,43.2225,-0.94,2.22,0.96,3686.25,1.7375,13.626,12.975,1.26,-1.1570915,2.15,2.45,33.7,5730,2.09,7.89,35.17,0.9,-1.67793991,0.00487369,0,1.53,48,1.63,0.54,3.363659982,0,0,0,0,0,0,39.25,4.5,1,3.25,0,0,0,0,0,2,28,0,0,1,1
Sr6Ti2Mn6Zn2O24,Sr,Zn,,Mn,Ti,,O,5,137.3164097,-1.689462677,6,136.9,54.938,717.4,0.96025,5.20125,7.186689508,-0.442844828,-5.140670448,29.6625,1.47625,670.6375,-60.5,17.88875,36.5,6.9505,21.49375,14.4445,-0.084375,3.475,1.49780336,0.909152373,0.485051917,43.2225,-0.94,2.22,0.96,2566.25,1.8425,15.125,1.025,1.26,-1.1570915,2.15,2.45,33.7,3560,2,7.435,33.667,0.9,-1.67793991,0.00487369,0,1.53,43,1.52,0.54,3.363659982,0,0,0,0,0,0,24.25,4,1,5.75,0,0,0,0,0,2,25,0,0,1,1
Sr6Ti2Zn2Co6O24,Sr,Zn,,Co,Ti,,O,5,195.1598397,-1.362429364,6,136.9,58.9332,758,0.926875,5.74875,7.182083978,-0.378125,-4.413104409,29.25,1.4725,685.8625,-34.25,17.63,38.75,7.109875,56.06125,12.9463,-0.06225,-3.05,1.500204732,0.87138472,0.34043104,43.2225,-0.94,2.22,0.96,3247.25,1.7525,16.19,14.075,1.26,-1.1570915,2.15,2.45,33.7,3560,2,7.86,33.5,0.9,-1.67793991,0.00487369,0,1.53,43,1.52,0.54,3.363659982,0,0,0,0,0,0,25.75,4,1,4.25,0,0,0,0,0,2,27,1,0,1,1
Sr6Ti2Zn2Fe6O24,Sr,Zn,,Fe,Ti,,O,5,187.7099145,-1.560494327,6,136.9,55.847,759.3,0.965875,5.364,7.201032232,-0.45125,-4.865015114,29.475,1.47625,686.35,-51.5,17.78,37.625,7.113625,48.63625,14.103625,-0.07275,-0.5375,1.490373917,0.870227188,0.356924747,43.2225,-0.94,2.22,0.96,3157.25,1.79,15.53,9.05,1.26,-1.1570915,2.15,2.45,33.7,3560,2,7.87,30.651,0.9,-1.67793991,0.00487369,0,1.53,43,1.52,0.54,3.363659982,0,0,0,0,0,0,25,4,1,5,0,0,0,0,0,2,26,0,0,1,1
Sr6Ti2Zn2Ni6O24,Sr,Zn,,Ni,Ti,,O,5,335.5518793,-1.055263271,6,136.9,58.6934,736.7,0.908125,5.74875,7.174804941,-0.4475,-3.837830193,29.1375,1.46875,677.875,-18.875,17.58875,39.875,7.0255,52.57375,13.036225,-0.070875,-1.8125,1.504015842,0.890798787,0.337677345,43.2225,-0.94,2.22,0.96,3143.75,1.715,17.021,11.6,1.26,-1.1570915,2.15,2.45,33.7,3560,2,7.635,35.17,0.9,-1.67793991,0.00487369,0,1.53,43,1.52,0.54,3.363659982,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,28,0,0,1,1
Sr6Y2V8O24,Sr,Y,,V,,,O,4,37.32259412,-2.193912421,6,136.9,50.9415,650,0.964375,4.56625,7.516203467,-0.474375,-5.908760417,32.0125,1.52875,608.0625,-38,19.5025,27.5,6.303125,18.82375,18.4999875,-0.0945,0.1,1.536468252,0.870961538,0.44996642,47.815,-0.94875,2.405,0.9325,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.075,-6.34029752,0.00487369,0,2.27,46,1.64,0.365,1.415961211,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr6Zn2Co8O24,Sr,Zn,,Co,,,O,4,191.5116151,-0.998775261,6,136.9,58.9332,758,0.9175,6.29375,7.063144673,-0.3725,-4.326249662,28.4375,1.4525,698.3625,-28,17.1375,40.625,7.239875,65.82375,11.56465,-0.0495,-4.9625,1.565003353,0.842645119,0.352263595,43.2225,-0.94,2.22,0.96,3143,1.67,17.06,17.9,1.26,-1.1570915,2.15,2.45,33.7,3143,1.67,7.86,33.5,0.9,-1.67793991,0.00487369,0,1.53,58,1.75,0.54,3.363659982,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Sr6Zn2Fe8O24,Sr,Zn,,Fe,,,O,4,200.5045382,-1.248851294,6,136.9,55.847,759.3,0.9695,5.78075,7.088409012,-0.47,-4.928797269,28.7375,1.4575,699.0125,-51,17.3375,39.125,7.244875,55.92375,13.10775,-0.0635,-1.6125,1.550775262,0.841202423,0.376251788,43.2225,-0.94,2.22,0.96,3023,1.72,16.18,11.2,1.26,-1.1570915,2.15,2.45,33.7,3023,1.72,7.87,30.651,0.9,-1.67793991,0.00487369,0,1.53,55,1.77,0.54,3.363659982,0,0,0,0,0,0,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Sr6Zn2Ni8O24,Sr,Zn,,Ni,,,O,4,369.7801342,-0.587359136,6,136.9,58.6934,736.7,0.8925,6.29375,7.05343929,-0.465,-3.559217374,28.2875,1.4475,687.7125,-7.5,17.0825,42.125,7.127375,61.17375,11.68455,-0.061,-3.3125,1.570538781,0.86700828,0.348344371,43.2225,-0.94,2.22,0.96,3005,1.62,18.168,14.6,1.26,-1.1570915,2.15,2.45,33.7,3005,1.62,7.635,35.17,0.9,-1.67793991,0.00487369,0,1.53,61,1.75,0.54,3.363659982,0,0,0,0,0,0,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Sr6Zr2Mn6Zn2O24,Sr,Zn,,Mn,Zr,,O,5,125.7729607,-1.72858337,6,136.9,54.938,717.4,0.974625,5.4475,7.271840066,-0.517219828,-5.237011878,30.3625,1.4925,670.8875,-56.75,18.32125,36.625,6.8905,21.59375,9.0265,-0.05375,3.5125,1.454750176,0.908505796,0.42089428,43.2225,-0.94,2.22,0.96,2846.75,1.8825,15.0125,0.95,1.26,-1.1570915,2.15,2.45,33.7,4682,2.16,7.435,33.667,0.9,-1.67793991,0.00487369,0,1.53,44,1.41,0.54,3.363659982,0,0,0,0,0,0,28.75,4.25,1,5.75,0,0,0,0,0,2,25,0,0,1,1
Sr6Zr2Zn2Co6O24,Sr,Zn,,Co,Zr,,O,5,190.4608894,-1.391467308,6,136.9,58.9332,758,0.94125,5.995,7.267234536,-0.4525,-4.509445838,29.95,1.48875,686.1125,-30.5,18.0625,38.875,7.049875,56.16125,7.5283,-0.031625,-3.0125,1.457015376,0.870790729,0.307530402,43.2225,-0.94,2.22,0.96,3527.75,1.7925,16.0775,14,1.26,-1.1570915,2.15,2.45,33.7,4682,2.16,7.86,33.5,0.9,-1.67793991,0.00487369,0,1.53,44,1.41,0.54,3.363659982,0,0,0,0,0,0,30.25,4.25,1,4.25,0,0,0,0,0,2,27,1,0,1,1
Sr6Zr2Zn2Fe6O24,Sr,Zn,,Fe,Zr,,O,5,179.9954442,-1.59511027,6,136.9,55.847,759.3,0.98025,5.61025,7.286182789,-0.525625,-4.961356544,30.175,1.4925,686.6,-47.75,18.2125,37.75,7.053625,48.73625,8.685625,-0.042125,-0.5,1.447740702,0.869634773,0.320927395,43.2225,-0.94,2.22,0.96,3437.75,1.83,15.4175,8.975,1.26,-1.1570915,2.15,2.45,33.7,4682,2.16,7.87,30.651,0.9,-1.67793991,0.00487369,0,1.53,44,1.41,0.54,3.363659982,0,0,0,0,0,0,29.5,4.25,1,5,0,0,0,0,0,2,26,0,0,1,1
Sr6Zr2Zn2Ni6O24,Sr,Zn,,Ni,Zr,,O,5,319.7061646,-1.088979464,6,136.9,58.6934,736.7,0.9225,5.995,7.259955498,-0.521875,-3.934171623,29.8375,1.485,678.125,-15.125,18.02125,40,6.9655,52.67375,7.618225,-0.04025,-1.775,1.460609946,0.890178043,0.305281486,43.2225,-0.94,2.22,0.96,3424.25,1.755,16.9085,11.525,1.26,-1.1570915,2.15,2.45,33.7,4682,2.16,7.635,35.17,0.9,-1.67793991,0.00487369,0,1.53,44,1.41,0.54,3.363659982,0,0,0,0,0,0,31,4.25,1,3.5,0,0,0,0,0,2,28,0,0,1,1
