Material compositions,main_element,Trg,Density_composition_average,IsBoron_composition_average,IsDBlock_composition_average,IsTransitionMetal_composition_average,NdValence_composition_average,NValance_composition_average,HeatVaporization_max_value,BoilingT_difference,HeatVaporization_difference,MeltingT_difference,NdValence_difference,NsUnfilled_difference,valence_difference,Site1_Density,Site1_HeatCapacityMass,Site1_HeatFusion,Site1_IsDBlock,Site1_IsTransitionMetal,Site1_NdValence,Site1_SpecificHeatCapacity
Cu50Hf45Al5,Cu,0.62,1.906382987,-0.19092726,0.873817202,0.873817202,0.73621443,2.960643367,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu50Zr42.5Ti7.5,Cu,0.588,0.491509592,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu50Zr43Al7,Cu,0.613,0.436930615,-0.033058179,0.811391255,0.811391255,0.716657287,0.333943765,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu50Zr45Al5,Cu,0.61,0.47264805,-0.19092726,0.873817202,0.873817202,0.73621443,0.342256106,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu50Zr50,Cu,0.555,0.561941636,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu51.5Zr40.5Al8,Cu,0.621,0.436005111,0.045876361,0.780178282,0.780178282,0.765550145,0.373427383,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu52.4Zr41.1Al6.5,Cu,0.619,0.472953115,-0.07252545,0.826997742,0.826997742,0.81542086,0.405845511,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu52.5Hf40Al7.5,Cu,0.623,1.730654334,0.006409091,0.795784768,0.795784768,0.809553717,2.732054002,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu52.5Zr40Ga7.5,Cu,0.611,0.5688302,0.006409091,0.795784768,0.795784768,1.176250154,0.716311429,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu52.5Zr42.5Al5,Cu,0.61,0.500870072,-0.19092726,0.873817202,0.873817202,0.834000146,0.414989085,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu52.5Zr42.5Ga5,Cu,0.618,0.575941352,-0.19092726,0.873817202,0.873817202,1.078464437,0.622797598,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu53.2Zr41.8Al5,Cu,0.613,0.508772238,-0.19092726,0.873817202,0.873817202,0.861380147,0.435354319,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu54Ag6Zr33Ti7,Cu,0.625,0.653236186,-0.585599963,1.029882069,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu54Ni6Zr22Ti18,Cu,0.553,0.505455418,-0.585599963,1.029882069,1.029882069,1.117578724,0.629031853,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu54Zr27Ti9Be10,Cu,0.637,0.304065695,-0.585599963,0.717752335,0.717752335,0.843778718,0.396286319,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu54Zr36Ag10,Cu,0.627,0.793556688,-0.585599963,1.029882069,1.029882069,1.3327073,0.770341642,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55.2Hf23Ti13.8Nb8,Cu,0.622,1.301035734,-0.585599963,1.029882069,1.029882069,1.066730151,1.885857739,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Ag5Zr30Ti10,Cu,0.613,0.617706196,-0.585599963,1.029882069,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Hf45,Cu,0.595,2.052120617,-0.585599963,1.029882069,1.029882069,0.980678721,3.126890177,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Ni5Zr30Ti10,Cu,0.596,0.580639165,-0.585599963,1.029882069,1.029882069,1.127357295,0.633188024,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Zr40Al5,Cu,0.62,0.529092093,-0.19092726,0.873817202,0.873817202,0.931785863,0.487722065,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Zr40Ga5,Cu,0.617,0.604163374,-0.19092726,0.873817202,0.873817202,1.176250154,0.695530577,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Zr42.5Ga2.5,Cu,0.591,0.611274527,-0.388263612,0.951849635,0.951849635,1.078464437,0.602016747,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu55Zr45,Cu,0.59,0.61838568,-0.585599963,1.029882069,1.029882069,0.980678721,0.508502916,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu56.4Hf23.5Ti14.1Nb6,Cu,0.626,1.308398061,-0.585599963,1.029882069,1.029882069,1.094110152,1.94155042,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu56Zr44,Cu,0.626,0.629674489,-0.585599963,1.029882069,1.029882069,1.019793007,0.537596108,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu57.5Zr37.5Ga5,Cu,0.6,0.632385396,-0.19092726,0.873817202,0.873817202,1.27403587,0.768263557,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu57.6Hf24Ti14.4Nb4,Cu,0.629,1.315760389,-0.585599963,1.029882069,1.029882069,1.121490152,1.997243101,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu57.6Zr28.8Ti9.6Sn4,Cu,0.656,0.572560333,-0.585599963,0.905030175,0.905030175,1.238833012,0.750392025,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu57Zr36Ag7,Cu,0.616,0.771485169,-0.585599963,1.029882069,1.029882069,1.3327073,0.770341642,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu58.1Zr35.9Al6,Cu,0.648,0.546228683,-0.11199272,0.842604228,0.842604228,1.043261579,0.573754789,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu58.2Zr29.1Ti9.7Sn3,Cu,0.651,0.574650333,-0.585599963,0.936243149,0.936243149,1.223187297,0.726286237,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu58.7Zr36.3Al5,Cu,0.634,0.570860686,-0.19092726,0.873817202,0.873817202,1.076508723,0.595366874,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu58.8Hf24.5Ti14.7Nb2,Cu,0.63,1.323122717,-0.585599963,1.029882069,1.029882069,1.148870153,2.052935783,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu58.8Zr29.4Ti9.8Sn2,Cu,0.635,0.576740332,-0.585599963,0.967456122,0.967456122,1.207541583,0.70218045,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu58.8Zr29.4Ti9.8Y2,Cu,0.63,0.550142043,-0.585599963,1.029882069,1.029882069,1.119534438,0.610744704,0.56391502,-0.388422925,0.151173663,-0.425353208,0.739881382,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu59.4Zr29.7Ti9.9Sn,Cu,0.632,0.578830332,-0.585599963,0.998669095,0.998669095,1.191895868,0.678074662,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu59.6Zr36.9Al3.5,Cu,0.627,0.607808689,-0.309329071,0.920636662,0.920636662,1.126379438,0.627785002,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60.3Zr37.2Al2.5,Cu,0.619,0.633569573,-0.388263612,0.951849635,0.951849635,1.16353801,0.652306407,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Hf17.5Ti22.5,Cu,0.596,1.021097177,-0.585599963,1.029882069,1.029882069,1.176250154,1.672230587,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Hf20Ti20,Cu,0.611,1.124226466,-0.585599963,1.029882069,1.029882069,1.176250154,1.817696546,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Hf25Ti15,Cu,0.62,1.330485044,-0.585599963,1.029882069,1.029882069,1.176250154,2.108628464,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Hf40,Cu,0.599,1.949260779,-0.585599963,1.029882069,1.029882069,1.176250154,2.981424218,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Zr30Ti10,Cu,0.616,0.580920331,-0.585599963,1.029882069,1.029882069,1.176250154,0.653968875,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Zr33Ti7,Cu,0.621,0.609093149,-0.585599963,1.029882069,1.029882069,1.176250154,0.653968875,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu60Zr40,Cu,0.618,0.674829723,-0.585599963,1.029882069,1.029882069,1.176250154,0.653968875,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu62Zr38,Cu,0.629,0.697407341,-0.585599963,1.029882069,1.029882069,1.254478727,0.712155258,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu64Zr36,Cu,0.64,0.719984958,-0.585599963,1.029882069,1.029882069,1.3327073,0.770341642,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu65Hf35,Cu,0.62,1.84640094,-0.585599963,1.029882069,1.029882069,1.371821586,2.835958259,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu65Zr35,Cu,0.626,0.731273767,-0.585599963,1.029882069,1.029882069,1.371821586,0.799434834,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu66Zr34,Cu,0.603,0.742562576,-0.585599963,1.029882069,1.029882069,1.410935873,0.828528026,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Cu72Zr28,Cu,0.574,0.810295428,-0.585599963,1.029882069,1.029882069,1.645621592,1.003087176,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,0.718013956,1.317680438,-0.330098072
Dy46Al24Co18Fe2Y10,Dy,0.613,0.127371706,1.308829009,-1.155026066,-1.155026066,-1.424849901,0.703842918,-0.740589028,-1.188437854,-0.749659306,-0.259604862,-0.058208246,-1.16570621,1.269272405,0.536346241,-1.116473745,-0.443458057,-1.392730589,-1.392730589,-1.10635433,-1.114350535
Er50Al24Co20Y6,Er,0.603,0.334112952,1.308829009,-1.27987796,-1.27987796,-1.434628473,1.277394413,-0.740589028,-1.188437854,-1.181945372,-0.27814149,-0.058208246,-1.16570621,-1.745034863,0.683835729,-1.134973488,1.439826247,-1.392730589,-1.392730589,-1.10635433,-1.132847056
Fe27Co40Zr3Ti3Mo1.5Si1.5B24,Co,0.588,0.131087781,1.308829009,0.233951248,0.233951248,0.107941203,0.101198231,0.56391502,-0.027440579,-0.197214778,0.252423134,0.20782163,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe36Co36B19.2Si4.8Nb4,Fe,0.587,0.210531191,0.929943215,0.280770708,0.280770708,0.217950133,0.191802743,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe39Co9Cr15Mo14C15B6Y2,Fe,0.572,0.207016618,-0.11199272,0.374409628,0.374409628,0.022378701,-0.048423898,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe41.9Co27.9B18.6Si4.7Nb3.9Cr3,Fe,0.564,0.178762262,0.882582491,0.302619789,0.302619789,0.185191918,0.148578572,1.222782177,0.332322232,0.582037735,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe41Co7Cr15Mo14C15B6Y2,Fe,0.584,0.197400746,-0.11199272,0.374409628,0.374409628,0.012600129,-0.056736239,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe43.2Co28.8B19.2Si4.8Nb4,Fe,0.586,0.175914052,0.929943215,0.280770708,0.280770708,0.182747276,0.161878317,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe43Co5Cr15Mo14C15B6Y2,Fe,0.579,0.187784874,-0.11199272,0.374409628,0.374409628,0.002821557,-0.065048579,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe45Co3Cr15Mo14C15B6Y2,Fe,0.577,0.178169002,-0.11199272,0.374409628,0.374409628,-0.006957014,-0.07336092,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe48Cr15Mo14C15B6Y2,Fe,0.573,0.163745194,-0.11199272,0.374409628,0.374409628,-0.021624872,-0.085829431,1.387498966,0.204271062,0.759075943,1.511369093,-0.324238123,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe48Cr15Mo14Er2C15B6,Fe,0.584,0.206801057,-0.11199272,0.311983681,0.311983681,-0.031403443,0.005606315,1.387498966,0.204271062,1.09054266,1.556165943,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe50.4Co21.6B19.2Si4.8Nb4,Fe,0.586,0.141296913,0.929943215,0.280770708,0.280770708,0.147544418,0.131953891,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe56Co16Y6B22,Fe,0.59,0.059338943,1.150959928,0.343196655,0.343196655,0.071271559,0.055480358,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe56Co20Mo4P9C4B4Si3,Fe,0.603,0.23762152,-0.269861801,0.405622601,0.405622601,0.276621563,0.309006744,1.387498966,3.119569368,3.084746536,3.800179188,0.20782163,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe56Mn5Cr7Mo12Er2C12B6,Fe,0.566,0.281225656,-0.11199272,0.405622601,0.405622601,0.081050131,0.117822912,1.387498966,0.948187384,1.610565733,1.943890404,-0.058208246,0.85784908,2.274041495,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe57.6Co14.4B19.2Si4.8Nb4,Fe,0.58,0.106679774,0.929943215,0.280770708,0.280770708,0.11234156,0.102029465,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe58Co14Y6B22,Fe,0.593,0.049723071,1.150959928,0.343196655,0.343196655,0.061492987,0.047168018,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe58Cr5Mo14Er2C15B6,Fe,0.56,0.241197012,-0.11199272,0.311983681,0.311983681,0.017489415,0.08872972,1.387498966,0.204271062,1.09054266,1.556165943,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe60Co12Y6B22,Fe,0.588,0.0401072,1.150959928,0.343196655,0.343196655,0.051714416,0.038855677,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe61B15Mo7Zr8Co5Y2Cr2,Fe,0.605,0.268760637,0.598418145,0.561687468,0.561687468,0.120164417,0.030543337,0.56391502,0.204271062,-0.126115096,0.127300897,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe61B15Mo7Zr8Co6Y2Al,Fe,0.602,0.256201896,0.677352685,0.530474495,0.530474495,0.10549656,0.030543337,0.56391502,0.389640375,0.220140354,1.416415218,0.20782163,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe61B15Mo7Zr8Co7Y2,Fe,0.607,0.2852557,0.598418145,0.561687468,0.561687468,0.13972156,0.055480358,0.56391502,-0.027440579,-0.197214778,0.127300897,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe62Co10Y6B22,Fe,0.589,0.030491328,1.150959928,0.343196655,0.343196655,0.041935844,0.030543337,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe63C15Mo14Er2B6,Fe,0.555,0.25839499,-0.11199272,0.311983681,0.311983681,0.041935844,0.130291423,1.387498966,-0.027440579,1.09054266,1.556165943,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe64.8Co7.2B19.2Si4.8Nb4,Fe,0.57,0.072062635,0.929943215,0.280770708,0.280770708,0.077138702,0.072105039,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe64Co8Y6B22,Fe,0.587,0.020875456,1.150959928,0.343196655,0.343196655,0.032157272,0.022230996,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe65.5Cr4Mo4Ga4P12C5B5.5,Fe,0.564,0.019286869,0.164278172,0.202738275,0.202738275,0.164167989,0.240429935,1.387498966,3.119569368,3.084746536,3.822407694,1.005911258,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe66Co6Y6B22,Fe,0.588,0.011259584,1.150959928,0.343196655,0.343196655,0.022378701,0.013918656,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe67Mo5Y6B22,Fe,0.62,0.03878572,1.150959928,0.343196655,0.343196655,-0.031403443,-0.052580068,0.563253507,-0.027440579,-0.197925775,0.079414609,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe67Ni5Y6B22,Fe,0.59,0.006639092,1.150959928,0.343196655,0.343196655,0.041935844,0.030543337,0.016843596,-0.806723414,-0.785209147,-0.657416338,0.473851506,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe68.3C6.9Si2.5B6.7P8.8Cr2.2Mo2.5Al2.1,Fe,0.604,-0.060064693,0.109023993,0.187131788,0.187131788,-0.029936657,0.082911082,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe68Co4Y6B22,Fe,0.634,0.001643712,1.150959928,0.343196655,0.343196655,0.012600129,0.005606315,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe68Mo4Y6B22,Fe,0.615,0.02751097,1.150959928,0.343196655,0.343196655,-0.026514157,-0.044267728,0.563253507,-0.027440579,-0.197925775,0.079414609,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe68Mo5Ni5Cr2P12.5C5B2.5,Fe,0.567,0.160528188,-0.388263612,0.405622601,0.405622601,0.213060848,0.263288871,1.387498966,3.119569368,3.084746536,3.800179188,0.473851506,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe68Ni4Y6B22,Fe,0.593,0.001793667,1.150959928,0.343196655,0.343196655,0.032157272,0.022230996,0.016843596,-0.806723414,-0.785209147,-0.657416338,0.473851506,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe69.12Nb3.84B19.2Si3.84Y4,Fe,0.636,-0.001904226,0.929943215,0.310735162,0.310735162,-0.026123015,-0.022988136,1.222782177,0.100610591,0.510938053,0.026894165,-0.324238123,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe69.84Nb3.88B19.4Si3.88Y3,Fe,0.607,0.008055043,0.945730123,0.303244049,0.303244049,-0.0091083,-0.007527183,1.222782177,0.100610591,0.510938053,0.026894165,-0.324238123,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe69Mo3Y6B22,Fe,0.61,0.016236219,1.150959928,0.343196655,0.343196655,-0.021624872,-0.035955387,0.563253507,-0.027440579,-0.197925775,0.079414609,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
